,SPVXSP Index,UX1 Index,UX2 Index,VIX Index
2007-06-01,38427.71,13.41,14.29,12.78
2007-05-31,38630.56,13.57,14.26,13.05
2007-05-30,38707.22,13.56,14.34,12.83
2007-05-29,39273.05,13.83,14.43,13.53
2007-05-25,39711.6,13.96,14.64,13.34
2007-05-24,40245.68,14.2,14.71,14.08
2007-05-23,39037.82,13.75,14.34,13.24
2007-05-22,39177.34,13.81,14.35,13.06
2007-05-21,39069.3,13.78,14.27,13.3
2007-05-18,39651.48,13.99,14.45,12.76
2007-05-17,40134.34,14.16,14.63,13.51
2007-05-16,39847.76,14.06,14.5,13.5
2007-05-15,40244.54,13.96,14.2,14.01
2007-05-14,40021.87,13.34,14.15,13.96
2007-05-11,39322.08,12.77,13.94,12.95
2007-05-10,40201.96,13.35,14.2,13.6
2007-05-09,39004.22,12.94,13.78,12.88
2007-05-08,39478.47,13.33,13.87,13.21
2007-05-07,39081.04,13.22,13.72,13.15
2007-05-04,38831.46,13.14,13.63,12.91
2007-05-03,38727.41,13.08,13.61,13.09
2007-05-02,39006.89,13.16,13.72,13.08
2007-05-01,39587.35,13.43,13.85,13.51
2007-04-30,39568.46,13.41,13.86,14.22
2007-04-27,38514.47,13.02,13.54,12.45
2007-04-26,38777.02,13.11,13.63,12.79
2007-04-25,38651.33,13.1,13.51,13.21
2007-04-24,39053.88,13.21,13.73,13.12
2007-04-23,39077.34,13.22,13.73,13.04
2007-04-20,38492.5,13.03,13.48,12.07
2007-04-19,38480.72,13.02,13.53,12.54
2007-04-18,38765.37,13.13,13.37,12.42
2007-04-17,38794.89,11.87,13.14,12.14
2007-04-16,38285.73,11.67,12.97,11.98
2007-04-13,40113.42,12.39,13.57,12.2
2007-04-12,40744.41,12.87,13.73,12.71
2007-04-11,41621.24,13.28,13.99,13.49
2007-04-10,40280.21,12.71,13.59,12.68
2007-04-09,41754.91,13.3,14.03,13.14
2007-04-05,41954.53,13.53,14,13.23
2007-04-04,42460.08,13.65,14.2,13.24
2007-04-03,43093.34,14,14.28,13.46
2007-04-02,44924.47,14.7,14.77,14.53
2007-03-30,44065.66,14.49,14.39,14.64
2007-03-29,44457.2,14.6,14.55,15.14
2007-03-28,44745.99,14.72,14.59,14.98
2007-03-27,42491.29,13.93,13.99,13.48
2007-03-26,41039.68,13.38,13.79,13.16
2007-03-23,40949.71,13.33,13.87,12.95
2007-03-22,40983.52,13.36,13.72,12.93
2007-03-21,40732.01,13.28,13.6,12.19
2007-03-20,44105.89,13.06,14.38,13.27
2007-03-19,45772.37,14.32,14.89,14.59
2007-03-16,48745.74,15.99,15.79,16.79
2007-03-15,47277.82,15.4,15.33,16.43
2007-03-14,47026.15,15.81,15.15,17.27
2007-03-13,45361.2,15.34,14.59,18.13
2007-03-12,41439.77,13.14,13.62,13.99
2007-03-09,42157.08,13.6,13.76,14.09
2007-03-08,42208.34,13.75,13.71,14.29
2007-03-07,43807.49,14.37,14.17,15.24
2007-03-06,44563.05,15.03,14.12,15.96
2007-03-05,47614.48,16.15,15.01,19.63
2007-03-02,45505.75,15.19,14.59,18.61
2007-03-01,43034.43,14.16,14.04,15.82
2007-02-28,41237.52,13.5,13.55,15.42
2007-02-27,44810.3,14.81,14.49,18.31
2007-02-26,35982.33,11.44,12.54,11.15
2007-02-23,36352.02,11.59,12.59,10.58
2007-02-22,35047.16,11.15,12.21,10.18
2007-02-21,35298.87,11.24,12.26,10.2
2007-02-20,35659.8,11.37,12.31,10.24
2007-02-16,36280.64,11.56,12.58,10.02
2007-02-15,36259.87,11.55,12.61,10.22
2007-02-14,36524.4,11.63,12.8,10.23
2007-02-13,37654.99,10.43,11.99,10.34
2007-02-12,39093.29,11.36,12.42,11.61
2007-02-09,38423.43,11.23,12.2,11.1
2007-02-08,37695.09,11.01,11.97,10.44
2007-02-07,37451.86,10.95,11.89,10.32
2007-02-06,37957.96,11.16,12.03,10.65
2007-02-05,38522.38,11.16,12.28,10.55
2007-02-02,38483.5,11.2,12.24,10.08
2007-02-01,38646.23,11.28,12.27,10.31
2007-01-31,39128.31,11.51,12.35,10.42
2007-01-30,39751.47,11.6,12.64,10.96
2007-01-29,40383.91,11.81,12.81,11.45
2007-01-26,40483.14,11.88,12.78,11.13
2007-01-25,40375.25,11.83,12.78,11.22
2007-01-24,38915.54,11.32,12.51,9.89
2007-01-23,39351.01,11.47,12.58,10.34
2007-01-22,40576.1,11.85,12.88,10.77
2007-01-19,40065.71,11.69,12.78,10.4
2007-01-18,41237.22,12.06,12.9,10.85
2007-01-17,40751.65,11.91,12.9,10.59
2007-01-16,40717.44,10.59,11.9,10.74
2007-01-12,41315.06,10.66,12.08,10.15
2007-01-11,42057.64,10.98,12.28,10.87
2007-01-10,45153.55,11.9,13.16,11.47
2007-01-09,45651.18,12.22,13.28,11.91
2007-01-08,45856.4,12.25,13.33,12
2007-01-05,46362.61,12.38,13.48,12.14
2007-01-04,45297.02,12.11,13.16,11.51
2007-01-03,45522.11,12.21,13.16,12.04
2006-12-29,45522.11,12.3,13.11,11.56
2006-12-28,45043.4,12.09,13.12,10.99
2006-12-27,44641.46,11.95,13.08,10.64
2006-12-26,45810.86,12.27,13.4,11.26
2006-12-22,47051.33,12.62,13.68,11.36
2006-12-21,46386.8,12.44,13.5,10.53
2006-12-20,46048.51,12.35,13.39,10.26
2006-12-19,46197.66,10.57,12.39,10.3
2006-12-18,47454.44,10.56,12.74,10.6
2006-12-15,47312.74,10.44,12.71,10.05
2006-12-14,46679.74,10.37,12.53,9.97
2006-12-13,46468.78,10.54,12.43,10.18
2006-12-12,47228.06,11.18,12.51,10.65
2006-12-11,47732.24,11.43,12.6,10.71
2006-12-08,48936.05,11.98,12.81,12.07
2006-12-07,48857.96,12,12.77,12.67
2006-12-06,48001.66,11.55,12.69,11.33
2006-12-05,47631.61,11.52,12.55,11.27
2006-12-04,47470.58,11.49,12.5,11.23
2006-12-01,48262.08,11.65,12.74,11.66
2006-11-30,47259.07,11.37,12.52,10.91
2006-11-29,47568.17,11.46,12.58,10.83
2006-11-28,49490.12,12,12.96,11.62
2006-11-27,51297.79,12.46,13.39,12.3
2006-11-24,48510.87,11.7,12.79,10.73
2006-11-22,47954.67,11.61,12.59,10.14
2006-11-21,47508.17,11.5,12.48,9.9
2006-11-20,47189.1,11.43,12.36,9.97
2006-11-17,48026.93,11.67,12.32,10.05
2006-11-16,47678.73,11.58,12.29,10.16
2006-11-15,47846.43,11.62,12.35,10.31
2006-11-14,48258.19,10.25,11.72,10.5
2006-11-13,49312.73,10.59,11.97,10.86
2006-11-10,49516.95,11,11.95,10.79
2006-11-09,49125.63,10.99,11.87,11.01
2006-11-08,48999.6,10.92,11.85,10.75
2006-11-07,49906.42,11.18,12.05,11.09
2006-11-06,49741.32,11.12,12.02,11.16
2006-11-03,51494.27,11.5,12.45,11.16
2006-11-02,51852.64,11.65,12.49,11.42
2006-11-01,51518.72,11.55,12.43,11.51
2006-10-31,50423.03,11.31,12.16,11.1
2006-10-30,50789.59,11.35,12.3,11.2
2006-10-27,50616.39,11.31,12.26,10.8
2006-10-26,50370.75,11.25,12.21,10.56
2006-10-25,51510.19,11.49,12.52,10.66
2006-10-24,52803.7,11.78,12.83,10.78
2006-10-23,53693.3,11.95,13.16,11.08
2006-10-20,55021.08,12.28,13.29,10.63
2006-10-19,56065.42,12.52,13.48,10.9
2006-10-18,56386.61,12.59,13.59,11.34
2006-10-17,56655.33,11.23,12.65,11.73
2006-10-16,55918.93,10.62,12.51,11.09
2006-10-13,57275.95,11.18,12.78,10.75
2006-10-12,58059.26,11.36,12.95,11.09
2006-10-11,59364.59,11.62,13.24,11.62
2006-10-10,60174,11.72,13.44,11.52
2006-10-09,61831.53,12.23,13.73,11.68
2006-10-06,63002.14,12.48,13.98,11.56
2006-10-05,63105.73,12.58,13.95,11.98
2006-10-04,63664.21,12.72,14.05,11.86
2006-10-03,67041.24,13.49,14.7,12.24
2006-10-02,67005.42,13.37,14.83,12.57
2006-09-29,65843.36,13.1,14.63,11.98
2006-09-28,66094.46,13.18,14.63,11.72
2006-09-27,66283.79,13.21,14.69,11.58
2006-09-26,66076.34,13.22,14.49,11.53
2006-09-25,67488.69,13.5,14.81,12.12
2006-09-22,69792.27,13.99,15.15,12.59
2006-09-21,69579.52,13.96,14.99,12.25
2006-09-20,67752.07,13.59,14.66,11.39
2006-09-19,69098.14,11.82,13.86,11.98
2006-09-18,69399.11,11.88,13.92,11.78
2006-09-15,70088.9,12.09,14.05,11.76
2006-09-14,70355.45,12.3,14.08,11.55
2006-09-13,69351.58,12.22,13.86,11.18
2006-09-12,70578.55,12.57,14.07,11.92
2006-09-11,74495.29,13.6,14.74,12.99
2006-09-08,74213.06,13.68,14.63,13.16
2006-09-07,74714.27,13.83,14.7,13.88
2006-09-06,73889.09,13.69,14.53,13.74
2006-09-05,70940.65,12.99,14.06,12.63
2006-09-01,70504.99,12.95,13.94,11.96
2006-08-31,71973.3,13.23,14.22,12.31
2006-08-30,73086.61,13.46,14.41,12.22
2006-08-29,73570.13,13.56,14.49,12.28
2006-08-28,72703.98,13.31,14.47,12.18
2006-08-25,73765.61,13.54,14.61,12.31
